DEPTH,DT,CNL,DEN,GR,RD,RS,DTXX,sample_weight
2470.75,110.7405067,23.7,2.418,134,6.3,6.69,192.1259276,0.9999513412555302
2470.875,112.1718468,24.0,2.41,138,5.66,6.03,194.0775899,0.9997465366117259
2471.0,112.6648357,23.9,2.407,142,5.12,5.46,194.352689,0.9996389617038965
2471.125,111.2252031,23.7,2.4,145,4.8,5.1,192.223752,0.9998999045971976
2471.25,108.4811362,23.1,2.392,145,4.79,5.04,188.2071492,0.9999989680467705
2471.375,105.7155946,22.0,2.399,140,5.24,5.42,183.306825,0.9999940187711669
2471.5,102.8612169,20.8,2.43,135,6.18,6.27,178.166515,0.999979794229562
2471.625,99.99540026,20.2,2.477,129,7.43,7.43,173.4151205,0.9999765988518422
2471.75,98.76180446,19.9,2.517,127,8.58,8.6,169.9174991,0.9999917489379323
2471.875,96.94706673,19.5,2.558,129,9.18,9.32,168.6951988,0.9999918620905373
2472.0,95.82192257,19.3,2.595,132,8.99,9.31,168.8836496,0.9999993737003824
2472.125,96.18645472,19.7,2.599,135,8.13,8.58,170.3913215,0.9999672288277738
2472.25,98.38586417,20.7,2.572,135,7.09,7.6,172.8616545,0.9998943996595336
2472.375,101.9202925,21.6,2.533,134,6.21,6.7,175.7205289,0.9999613284792105
2472.5,102.324902,21.4,2.501,135,5.59,6.03,178.4659357,0.9999997424310956
2472.625,103.2864563,20.6,2.476,136,5.15,5.54,180.9309974,0.9999575266558831
2472.75,103.8978256,19.9,2.464,138,4.85,5.2,182.5796938,0.9998931255747505
2472.875,103.7971067,19.8,2.47,138,4.66,4.99,183.5068184,0.9999057438027342
2473.0,103.0845919,20.2,2.485,139,4.56,4.89,183.920053,0.9999723793194503
2473.125,102.4703367,20.7,2.497,139,4.56,4.9,183.8820772,0.9999979935881933
2473.25,101.8948531,20.7,2.499,138,4.6,4.93,183.5974976,0.9999952463331884
2473.375,101.6225783,20.5,2.491,138,4.62,4.93,183.3985323,0.9999849301070612
2473.5,101.5285066,20.5,2.472,138,4.62,4.92,183.1561346,0.9999800196683852
2473.625,101.1860684,20.7,2.447,139,4.63,4.94,182.9162767,0.9999563062436164
2473.75,100.3087695,20.7,2.425,139,4.68,5.01,182.8031071,0.9998537624109712
2473.875,100.4381166,20.5,2.419,138,4.8,5.13,182.6948394,0.9998726592251674
2474.0,101.3530369,20.2,2.438,136,4.97,5.29,182.7565751,0.9999690129505147
2474.125,102.2092774,20.1,2.481,134,5.18,5.47,183.0456449,0.9999999537142437
2474.25,102.8644949,20.0,2.53,134,5.36,5.61,183.3633211,0.999984945960664
2474.375,103.319392,20.0,2.568,136,5.42,5.67,183.4385706,0.9999980398619188
2474.5,103.6125803,20.5,2.581,138,5.32,5.57,182.9911274,0.9999998130502554
2474.625,104.1526066,21.4,2.573,138,5.08,5.34,181.4684075,0.9999716784866025
2474.75,104.2905755,22.0,2.557,137,4.81,5.08,178.6467234,0.9999954704424817
2474.875,101.6724478,21.7,2.543,137,4.69,4.95,174.7230104,0.9999534501254471
2475.0,97.15611529,20.5,2.536,135,4.91,5.11,170.1692194,0.9999558960403511
2475.125,92.70084252,18.9,2.534,131,5.58,5.68,165.6404241,0.9999413780531337
2475.25,87.7913937,17.2,2.531,123,6.64,6.63,162.0082063,0.9997698015826005
2475.375,87.16637861,16.0,2.525,112,7.69,7.63,160.5653877,0.9999891339136225
2475.5,86.93134442,15.9,2.52,106,8.3,8.29,161.2238841,0.9997956837817581
2475.625,87.10365787,17.1,2.522,111,8.12,8.26,163.693437,0.9999908289062845
2475.75,89.11234626,18.9,2.53,121,7.34,7.61,167.4325117,0.9998464758746483
2475.875,95.16106345,20.5,2.542,131,6.33,6.67,171.7039248,0.9999030515621955
2476.0,102.4943148,21.5,2.55,135,5.56,5.9,175.4367004,0.9999826693105842
2476.125,104.9315769,22.2,2.547,137,5.16,5.45,178.1107129,0.9999930970262463
2476.25,105.118775,22.5,2.538,139,5.06,5.29,179.7305011,0.9999855802844112
2476.375,104.6009256,22.4,2.542,140,5.05,5.24,180.4225441,0.9999996855202332
2476.5,104.3888831,22.0,2.565,141,5.1,5.24,180.3900726,0.9999994155695449
2476.625,105.1196902,21.4,2.591,140,5.2,5.3,179.8110864,0.9999855368107081
2476.75,103.9084738,20.8,2.59,137,5.37,5.44,178.9410636,0.9999858095197436
2476.875,103.255376,20.6,2.549,134,5.66,5.66,177.8631912,0.999938396666361
2477.0,102.8727085,20.7,2.485,131,6.05,5.98,176.8358594,0.9998951361862802
2477.125,102.7661047,20.5,2.433,130,6.47,6.34,176.1615187,0.9998810477939021
2477.25,103.3525907,19.9,2.417,129,6.82,6.64,176.1354717,0.9999475648314169
2477.375,104.4262455,19.4,2.439,129,7.01,6.81,177.0567315,0.9999997180755449
2477.5,105.9725591,19.6,2.484,132,7.03,6.82,178.9730622,0.9999165827599238
2477.625,107.3904091,20.2,2.529,137,6.79,6.63,181.3755999,0.9996762303528142
2477.75,108.4664354,20.9,2.551,140,6.36,6.26,183.7429287,0.9993890973384899
2477.875,109.2297063,21.6,2.544,141,5.87,5.83,185.5654022,0.9991306787936403
2478.0,109.9865961,22.4,2.525,140,5.51,5.49,186.3998018,0.9988295931778316
2478.125,109.2434728,22.9,2.516,139,5.31,5.29,186.0383139,0.9991256010312243
2478.25,108.1451069,23.2,2.516,137,5.2,5.18,184.9072626,0.9994843017932015
2478.375,106.5124675,23.1,2.519,133,5.17,5.15,183.5687117,0.9998435641277558
2478.5,104.8884346,22.5,2.525,130,5.22,5.21,182.4815759,0.9999944411895354
2478.625,104.168212,21.7,2.53,128,5.33,5.32,181.9312075,0.9999954046680535
